"past_lifetime_39","Integer","","Recommended","In your past lifetime, have you ever experience cravings, or a strong desire or urge to use the following substances?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_lifetime_40","Integer","","Recommended","In your past lifetime, have you ever experience cravings, or a strong desire or urge to use the following substances?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_lifetime_41","Integer","","Recommended","In your past lifetime, have you ever experience cravings, or a strong desire or urge to use the following substances?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_lifetime_42","Integer","","Recommended","In your past lifetime, have you ever experience cravings, or a strong desire or urge to use the following substances?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_lifetime_43","Integer","","Recommended","In your past lifetime, have you ever experience cravings, or a strong desire or urge to use the following substances?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_lifetime_44","Integer","","Recommended","In your past lifetime, have you ever experience cravings, or a strong desire or urge to use the following substances?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_lifetime_45","Integer","","Recommended","In your past lifetime, have you ever experience cravings, or a strong desire or urge to use the following substances?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_lifetime_46","Integer","","Recommended","In your past lifetime, have you ever experience cravings, or a strong desire or urge to use the following substances?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_lifetime_47","Integer","","Recommended","In your past lifetime, have you ever experience cravings, or a strong desire or urge to use the following substances?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_lifetime_48","Integer","","Recommended","In your past lifetime, have you ever experience cravings, or a strong desire or urge to use the following substances?: Other","0;1","0= No; 1= Yes",""
"past_lifetime_49","Integer","","Recommended","In your past lifetime, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_lifetime_50","Integer","","Recommended","In your past lifetime, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_lifetime_51","Integer","","Recommended","In your past lifetime, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_lifetime_52","Integer","","Recommended","In your past lifetime, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_lifetime_53","Integer","","Recommended","In your past lifetime, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_lifetime_54","Integer","","Recommended","In your past lifetime, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_lifetime_55","Integer","","Recommended","In your past lifetime, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_lifetime_56","Integer","","Recommended","In your past lifetime, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_lifetime_57","Integer","","Recommended","In your past lifetime, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_lifetime_58","Integer","","Recommended","In your past lifetime, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_lifetime_59","Integer","","Recommended","In your past lifetime, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_lifetime_60","Integer","","Recommended","In your past lifetime, did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Other","0;1","0= No; 1= Yes",""
"past_lifetime_61","Integer","","Recommended","In your past lifetime, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_lifetime_62","Integer","","Recommended","In your past lifetime, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_lifetime_63","Integer","","Recommended","In your past lifetime, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_lifetime_64","Integer","","Recommended","In your past lifetime, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_lifetime_65","Integer","","Recommended","In your past lifetime, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_lifetime_66","Integer","","Recommended","In your past lifetime, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_lifetime_67","Integer","","Recommended","In your past lifetime, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_lifetime_68","Integer","","Recommended","In your past lifetime, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_lifetime_69","Integer","","Recommended","In your past lifetime, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_lifetime_70","Integer","","Recommended","In your past lifetime, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_lifetime_71","Integer","","Recommended","In your past lifetime, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_lifetime_72","Integer","","Recommended","In your past lifetime, if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Other","0;1","0= No; 1= Yes",""
"past_lifetime_73","Integer","","Recommended","In your past lifetime, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_lifetime_74","Integer","","Recommended","In your past lifetime, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_lifetime_75","Integer","","Recommended","In your past lifetime, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_lifetime_76","Integer","","Recommended","In your past lifetime, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_lifetime_77","Integer","","Recommended","In your past lifetime, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_lifetime_78","Integer","","Recommended","In your past lifetime, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_lifetime_79","Integer","","Recommended","In your past lifetime, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_lifetime_80","Integer","","Recommended","In your past lifetime, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_lifetime_81","Integer","","Recommended","In your past lifetime, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_lifetime_82","Integer","","Recommended","In your past lifetime, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_lifetime_83","Integer","","Recommended","In your past lifetime, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_lifetime_84","Integer","","Recommended","In your past lifetime, did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Other","0;1","0= No; 1= Yes",""
"past_lifetime_85","Integer","","Recommended","In your past lifetime, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_lifetime_86","Integer","","Recommended","In your past lifetime, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_lifetime_87","Integer","","Recommended","In your past lifetime, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_lifetime_88","Integer","","Recommended","In your past lifetime, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_lifetime_89","Integer","","Recommended","In your past lifetime, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_lifetime_90","Integer","","Recommended","In your past lifetime, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_lifetime_91","Integer","","Recommended","In your past lifetime, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_lifetime_92","Integer","","Recommended","In your past lifetime, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_lifetime_93","Integer","","Recommended","In your past lifetime, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_lifetime_94","Integer","","Recommended","In your past lifetime, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_lifetime_95","Integer","","Recommended","In your past lifetime, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_lifetime_96","Integer","","Recommended","In your past lifetime, did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Other","0;1","0= No; 1= Yes",""
"past_lifetime_97","Integer","","Recommended","In your past lifetime, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_lifetime_98","Integer","","Recommended","In your past lifetime, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_lifetime_99","Integer","","Recommended","In your past lifetime, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_lifetime_100","Integer","","Recommended","In your past lifetime, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_lifetime_101","Integer","","Recommended","In your past lifetime, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_lifetime_102","Integer","","Recommended","In your past lifetime, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_lifetime_103","Integer","","Recommended","In your past lifetime, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_lifetime_104","Integer","","Recommended","In your past lifetime, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_lifetime_105","Integer","","Recommended","In your past lifetime, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_lifetime_106","Integer","","Recommended","In your past lifetime, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_lifetime_107","Integer","","Recommended","In your past lifetime, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_lifetime_108","Integer","","Recommended","In your past lifetime, did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Other","0;1","0= No; 1= Yes",""
"past_lifetime_109","Integer","","Recommended","In your past lifetime, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_lifetime_110","Integer","","Recommended","In your past lifetime, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_lifetime_111","Integer","","Recommended","In your past lifetime, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_lifetime_112","Integer","","Recommended","In your past lifetime, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_lifetime_113","Integer","","Recommended","In your past lifetime, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_lifetime_114","Integer","","Recommended","In your past lifetime, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_lifetime_115","Integer","","Recommended","In your past lifetime, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_lifetime_116","Integer","","Recommended","In your past lifetime, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_lifetime_117","Integer","","Recommended","In your past lifetime, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_lifetime_118","Integer","","Recommended","In your past lifetime, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_lifetime_119","Integer","","Recommended","In your past lifetime, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_lifetime_120","Integer","","Recommended","In your past lifetime, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Other","0;1","0= No; 1= Yes",""
"past_lifetime_121","Integer","","Recommended","In your past lifetime, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_lifetime_122","Integer","","Recommended","In your past lifetime, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_lifetime_123","Integer","","Recommended","In your past lifetime, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_lifetime_124","Integer","","Recommended","In your past lifetime, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_lifetime_125","Integer","","Recommended","In your past lifetime, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_lifetime_126","Integer","","Recommended","In your past lifetime, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_lifetime_127","Integer","","Recommended","In your past lifetime, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_lifetime_128","Integer","","Recommended","In your past lifetime, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_lifetime_129","Integer","","Recommended","In your past lifetime, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_lifetime_130","Integer","","Recommended","In your past lifetime, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_lifetime_131","Integer","","Recommended","In your past lifetime, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_lifetime_132","Integer","","Recommended","In your past lifetime, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Other","0;1","0= No; 1= Yes",""
"dsm_cannabis_5","Integer","","Recommended","In the last year, did you smoke cannabis before you did something important or while you were doing something important (like babysitting or working)?","0;1;-99","0=No; 1=Yes; -99=Decline to Answer",""
